,Player,shirt_number,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks
0,Odsonne Édouard ,22,FRA,FW,24-201,57,0,0,0,0,3,1,0,0,20,0,0,0
1,   Jean-Philippe Mateta ,14,FRA,FW,25-038,33,0,0,0,0,1,0,0,0,13,0,0,0
2,Wilfried Zaha ,11,CIV,LW,29-268,90,0,0,0,0,1,0,0,0,50,3,0,0
3,Jordan Ayew ,9,GHA,"RW,AM",30-328,90,0,0,0,0,1,0,0,0,43,2,0,0
4,Eberechi Eze ,10,ENG,AM,24-037,85,0,0,0,0,1,1,0,0,55,1,0,1
5,   Malcolm Ebiowei ,23,ENG,RW,18-335,5,0,0,0,0,0,0,0,0,5,0,0,0
6,Jeffrey Schlupp ,15,GHA,DM,29-225,85,0,0,0,0,3,0,0,0,53,4,1,2
7,   Will Hughes ,19,ENG,DM,27-110,5,0,0,0,0,0,0,0,0,5,0,0,0
8,Cheick Doucouré ,28,MLI,DM,22-209,74,0,0,0,0,0,0,0,0,39,1,1,1
9,   Luka Milivojević ,4,SRB,DM,31-120,16,0,0,0,0,0,0,0,0,17,0,0,0
10,Tyrick Mitchell ,3,ENG,LB,22-338,90,0,0,0,0,0,0,0,0,76,1,2,2
11,Marc Guéhi ,6,ENG,CB,22-023,90,0,0,0,0,0,0,0,0,114,0,1,4
12,Joachim Andersen ,16,DEN,CB,26-066,90,0,0,0,0,0,0,0,0,123,6,2,0
13,Nathaniel Clyne ,17,ENG,RB,31-122,90,0,0,0,0,0,0,1,0,73,0,1,0
14,Vicente Guaita ,13,ESP,GK,35-207,90,0,0,0,0,0,0,0,0,40,0,0,0
15,Gabriel Jesus ,9,BRA,FW,25-124,82,0,0,0,0,1,0,0,0,38,1,1,0
16,   Eddie Nketiah ,14,ENG,FW,23-067,8,0,0,0,0,0,0,0,0,4,0,0,0
17,Martinelli ,11,BRA,LW,21-048,90,1,0,0,0,2,1,0,0,35,0,0,1
18,Bukayo Saka ,7,ENG,RW,20-334,90,0,0,0,0,3,0,0,0,48,2,0,3
19,Granit Xhaka ,34,SUI,LM,29-312,90,0,0,0,0,0,0,1,0,61,1,2,2
20,Thomas Partey ,5,GHA,CM,29-053,90,0,0,0,0,1,0,0,0,64,6,1,3
21,Martin Ødegaard ,8,NOR,RM,23-231,89,0,0,0,0,2,0,0,0,51,2,0,0
22,   Albert Sambi Lokonga ,23,BEL,"CM,RW",22-287,1,0,0,0,0,0,0,0,0,1,0,0,0
23,Oleksandr Zinchenko ,35,UKR,LB,25-233,82,0,1,0,0,1,1,0,0,68,5,3,0
24,   Kieran Tierney ,3,SCO,LB,25-061,8,0,0,0,0,0,0,0,0,7,2,0,0
25,Gabriel Dos Santos ,6,BRA,CB,24-229,90,0,0,0,0,0,0,0,0,67,1,1,2
26,William Saliba ,12,FRA,CB,21-134,90,0,0,0,0,0,0,0,0,59,1,0,2
27,Ben White ,4,ENG,RB,24-301,90,0,0,0,0,0,0,1,0,63,8,1,4
28,Aaron Ramsdale ,1,ENG,GK,24-083,90,0,0,0,0,0,0,0,0,33,0,0,0
29,Aleksandar Mitrović ,9,SRB,FW,27-324,90,2,0,1,1,2,1,0,0,45,1,1,1
30,Bobby Reid ,14,JAM,"LW,RW",29-185,89,0,0,0,0,1,1,1,0,37,2,0,0
31,   Shane Duffy ,5,IRL,RW,30-217,1,0,0,0,0,0,0,0,0,0,0,0,0
32,Neeskens Kebano ,7,COD,RW,30-149,65,0,0,0,0,1,0,0,0,23,1,0,0
33,   Manor Solomon ,11,ISR,"LW,RW",23-013,25,0,0,0,0,0,0,0,0,10,1,0,0
34,Andreas Pereira ,18,BRA,AM,26-217,88,0,0,0,0,1,0,0,0,37,0,0,0
35,   Tom Cairney ,10,SCO,AM,31-198,2,0,0,0,0,0,0,0,0,4,1,0,2
36,João Palhinha ,26,POR,DM,27-028,90,0,0,0,0,2,0,0,0,43,6,1,3
37,Harrison Reed ,6,ENG,DM,27-191,90,0,0,0,0,1,0,0,0,51,3,2,1
38,Antonee Robinson ,33,USA,LB,24-363,90,0,0,0,0,0,0,0,0,55,1,2,0
39,Tim Ream ,13,USA,CB,34-305,90,0,0,0,0,0,0,0,0,41,1,1,1
40,Tosin Adarabioyo ,4,ENG,CB,24-316,90,0,0,0,0,0,0,0,0,37,2,1,0
41,Kenny Tete ,2,NED,RB,26-301,90,0,1,0,0,0,0,1,0,58,5,2,1
42,Marek Rodák ,1,SVK,GK,25-236,90,0,0,0,0,0,0,0,0,33,0,0,0
43,Roberto Firmino ,9,BRA,FW,30-308,50,0,0,0,0,0,0,0,0,33,1,0,1
44,   Darwin Núñez ,27,URU,FW,23-043,40,1,1,0,0,4,2,0,0,13,0,0,0
45,Luis Díaz ,23,COL,LW,25-205,77,0,0,0,0,2,0,0,0,31,0,0,1
46,   Fabio Carvalho ,28,POR,LW,19-341,13,0,0,0,0,1,0,0,0,5,0,2,0
47,Mohamed Salah ,11,EGY,RW,30-052,90,1,0,0,0,2,1,0,0,47,0,1,0
48,Thiago Alcántara ,6,ESP,LM,31-117,50,0,0,0,0,0,0,0,0,61,0,1,2
49,   Harvey Elliott ,19,ENG,"RM,LM",19-124,40,0,0,0,0,0,0,0,0,25,0,1,0
50,Fabinho ,3,BRA,CM,28-287,58,0,0,0,0,0,0,0,0,42,1,1,2
51,   James Milner ,7,ENG,LM,36-214,32,0,0,0,0,0,0,0,0,22,0,0,1
52,Jordan Henderson ,14,ENG,"RM,CM",32-050,90,0,0,0,0,2,0,0,0,73,0,1,2
53,Andrew Robertson ,26,SCO,LB,28-148,90,0,0,0,0,0,0,0,0,91,2,0,3
54,Virgil van Dijk ,4,NED,CB,31-029,90,0,0,0,0,0,0,0,0,106,2,0,2
55,Joël Matip ,32,CMR,CB,30-363,90,0,0,0,0,0,0,0,0,106,3,2,1
56,Trent Alexander-Arnold ,66,ENG,RB,23-303,90,0,0,0,0,0,0,0,0,93,2,1,1
57,Alisson ,1,BRA,GK,29-308,90,0,0,0,0,0,0,0,0,36,0,0,0
58,Harry Kane ,10,ENG,FW,29-009,90,0,0,0,0,2,2,0,0,38,0,0,2
59,Son Heung-min ,7,KOR,AM,30-029,90,0,1,0,0,4,2,0,0,53,3,0,1
60,Dejan Kulusevski ,21,SWE,AM,22-103,85,1,1,0,0,2,1,0,0,58,4,0,1
61,   Lucas Moura ,27,BRA,AM,29-358,5,0,0,0,0,0,0,0,0,3,1,0,0
62,Pierre Højbjerg ,5,DEN,CM,27-001,90,0,0,0,0,0,0,0,0,79,3,0,1
63,Rodrigo Bentancur ,30,URU,CM,25-042,85,0,0,0,0,0,0,1,0,71,5,1,0
64,   Yves Bissouma ,38,MLI,CM,25-341,5,0,0,0,0,1,0,1,0,8,1,0,1
65,Ryan Sessegnon ,19,ENG,WB,22-080,65,1,0,0,0,2,1,1,0,58,2,0,2
66,   Ivan Perišić ,14,CRO,WB,33-185,25,0,0,0,0,0,0,0,0,12,1,0,0
67,Emerson ,12,BRA,WB,23-204,86,0,1,0,0,3,0,0,0,70,3,0,2
68,   Matt Doherty ,2,IRL,WB,30-202,4,0,0,0,0,0,0,0,0,4,0,0,1
69,Ben Davies ,33,WAL,CB,29-104,85,0,0,0,0,1,1,0,0,78,1,0,0
70,   Clément Lenglet ,34,FRA,CB,27-050,5,0,0,0,0,0,0,0,0,9,0,0,1
71,Eric Dier ,15,ENG,CB,28-203,90,1,0,0,0,1,1,0,0,67,0,1,0
72,Cristian Romero ,17,ARG,CB,24-101,90,0,0,0,0,2,0,0,0,80,0,1,0
73,Hugo Lloris ,1,FRA,GK,35-223,90,0,0,0,0,0,0,0,0,21,0,0,0
74,Adam Armstrong ,9,ENG,FW,25-177,45,0,0,0,0,1,0,0,0,13,0,0,1
75,   Stuart Armstrong ,17,SCO,"LM,FW",30-129,45,0,0,0,0,0,0,0,0,18,2,0,0
76,Joe Aribo ,7,NGA,FW,26-016,90,0,0,0,0,1,1,0,0,33,1,1,0
77,Oriol Romeu ,6,ESP,CM,30-316,74,0,0,0,0,0,0,0,0,37,1,1,1
78,   Ibrahima Diallo ,27,FRA,CM,23-151,16,0,0,0,0,1,0,0,0,15,0,1,1
79,Roméo Lavia ,45,BEL,CM,18-212,90,0,0,0,0,1,0,0,0,62,2,1,2
80,James Ward-Prowse ,8,ENG,"CM,RM",27-278,90,1,0,0,0,2,1,0,0,52,2,1,0
81,Moussa Djenepo ,19,MLI,LB,24-052,71,0,1,0,0,1,0,0,0,33,0,1,1
82,   Romain Perraud ,15,FRA,LB,24-318,19,0,0,0,0,2,0,0,0,12,1,0,0
83,Mohammed Salisu ,22,GHA,CB,23-111,90,0,0,0,0,1,0,0,0,72,2,3,4
84,Jan Bednarek ,35,POL,CB,26-116,90,0,0,0,0,0,0,0,0,60,0,2,1
85,Yan Valery ,43,TUN,CB,23-165,45,0,0,0,0,0,0,0,0,28,0,0,1
86,   Jack Stephens ,5,ENG,CB,28-191,45,0,0,0,0,0,0,0,0,31,1,1,1
87,Kyle Walker-Peters ,2,ENG,RB,25-115,89,0,0,0,0,0,0,0,0,48,2,1,1
88,   Nathan Redmond ,11,ENG,RB,28-153,1,0,0,0,0,0,0,0,0,1,0,0,0
89,Gavin Bazunu ,31,IRL,GK,20-167,90,0,0,0,0,0,0,0,0,39,0,0,0
90,Callum Wilson ,9,ENG,FW,30-160,89,1,0,0,0,4,2,0,0,16,0,0,0
91,   Chris Wood ,20,NZL,FW,30-242,1,0,0,0,0,0,0,0,0,3,0,0,0
92,Allan Saint-Maximin ,10,FRA,LW,25-147,89,0,0,0,0,4,1,0,0,60,0,1,0
93,   Jacob Murphy ,23,ENG,"LW,LM",27-163,1,0,0,0,0,0,0,0,0,0,0,0,0
94,Miguel Almirón ,24,PAR,RW,28-177,80,0,0,0,0,1,1,0,0,50,2,0,1
95,   Ryan Fraser ,21,SCO,"RW,RM",28-163,10,0,0,0,0,0,0,0,0,5,0,0,0
96,Joelinton ,7,BRA,LM,25-357,90,0,1,0,0,3,2,0,0,65,1,2,0
97,Bruno Guimarães ,39,BRA,CM,24-263,89,0,0,0,0,1,0,0,0,85,3,1,0
98,   Sven Botman ,4,NED,"CB,CM",22-206,1,0,0,0,0,0,0,0,0,3,0,0,0
99,Joe Willock ,28,ENG,RM,22-351,79,0,0,0,0,3,1,0,0,45,4,0,2
100,   Sean Longstaff ,36,ENG,"RM,CM",24-280,11,0,0,0,0,0,0,0,0,6,1,0,0
101,Matt Targett ,13,ENG,LB,26-322,90,0,0,0,0,0,0,0,0,61,3,0,0
102,Dan Burn ,33,ENG,CB,30-089,90,0,0,0,0,4,1,0,0,46,2,0,0
103,Fabian Schär ,5,SUI,CB,30-229,90,1,0,0,0,2,1,0,0,68,2,3,3
104,Kieran Trippier ,2,ENG,RB,31-321,90,0,0,0,0,1,0,0,0,99,1,4,2
105,Nick Pope ,22,ENG,GK,30-109,90,0,0,0,0,0,0,0,0,22,0,0,0
106,Sam Surridge ,16,ENG,FW,24-009,62,0,0,0,0,2,0,0,0,25,0,0,1
107,   Taiwo Awoniyi ,9,NGA,"AM,FW",24-359,28,0,0,0,0,0,0,0,0,7,2,0,0
108,Brennan Johnson ,20,WAL,"FW,LW",21-075,90,0,0,0,0,0,0,0,0,20,0,0,0
109,Jesse Lingard ,11,ENG,AM,29-234,90,0,0,0,0,1,0,0,0,37,0,2,0
110,Jack Colback ,8,ENG,"CM,DM",32-286,90,0,0,0,0,0,0,0,0,34,5,1,0
111,Lewis O'Brien ,14,ENG,CM,23-296,74,0,0,0,0,1,0,1,0,44,3,1,3
112,   Orel Mangala ,5,BEL,"DM,CM",24-141,16,0,0,0,0,0,0,0,0,9,1,0,0
113,Harry Toffolo ,15,ENG,"WB,LB",26-352,90,0,0,0,0,0,0,0,0,63,0,1,1
114,Neco Williams ,7,WAL,"WB,RB",21-115,90,0,0,0,0,1,0,1,0,56,1,3,3
115,Scott McKenna ,26,SCO,CB,25-267,90,0,0,0,0,0,0,0,0,40,0,1,3
116,Moussa Niakhate ,19,SEN,CB,26-151,82,0,0,0,0,0,0,0,0,43,0,1,0
117,   Alexander Mighten ,17,ENG,RW,20-117,8,0,0,0,0,0,0,0,0,4,0,0,0
118,Joe Worrall ,4,ENG,CB,25-208,90,0,0,0,0,0,0,1,0,46,3,0,2
119,Dean Henderson ,1,ENG,GK,25-147,90,0,0,0,0,0,0,0,0,47,0,0,0
120,Patrick Bamford ,9,ENG,FW,28-335,83,0,0,0,0,2,2,0,0,25,0,0,0
121,   Joe Gelhardt ,30,ENG,FW,20-094,7,0,0,0,0,0,0,0,0,2,0,0,0
122,Jack Harrison ,11,ENG,LW,25-259,90,0,1,0,0,0,0,1,0,44,2,1,1
123,Brenden Aaronson ,7,USA,RW,21-288,83,0,0,0,0,1,0,0,0,36,2,0,2
124,   Crysencio Summerville ,10,NED,RW,20-280,7,0,0,0,0,0,0,0,0,2,0,0,0
125,Rodrigo ,19,ESP,AM,31-153,64,1,0,0,0,3,1,0,0,31,0,2,1
126,   Mateusz Klich ,43,POL,AM,32-054,26,0,0,0,0,0,0,0,0,13,0,0,0
127,Tyler Adams ,12,USA,DM,23-173,90,0,0,0,0,1,0,1,0,49,4,1,1
128,Marc Roca ,8,ESP,DM,25-253,72,0,0,0,0,1,1,0,0,41,1,2,1
129,   Sam Greenwood ,42,ENG,DM,20-192,18,0,0,0,0,2,0,0,0,12,1,0,1
130,Pascal Struijk ,21,NED,LB,22-360,90,0,0,0,0,1,0,0,0,70,5,3,3
131,Diego Llorente ,14,ESP,CB,28-355,90,0,0,0,0,0,0,0,0,57,2,2,1
132,Robin Koch ,5,GER,CB,26-020,90,0,0,0,0,1,0,0,0,52,3,1,2
133,Rasmus Nissen ,25,DEN,RB,25-026,90,0,0,0,0,0,0,0,0,50,1,2,0
134,Illan Meslier ,1,FRA,GK,22-157,90,0,0,0,0,0,0,0,0,31,0,0,0
135,Hwang Hee-chan ,11,KOR,FW,26-192,84,0,1,0,0,1,1,0,0,27,0,0,0
136,   Chem Campbell ,77,WAL,FW,19-219,6,0,0,0,0,0,0,0,0,0,0,0,0
137,Pedro Neto ,7,POR,LW,22-150,90,0,0,0,0,3,1,0,0,56,1,2,0
138,Daniel Podence ,10,POR,RW,26-289,90,1,0,0,0,3,1,0,0,56,1,0,0
139,Morgan Gibbs-White ,18,ENG,AM,22-191,90,0,0,0,0,2,1,0,0,62,2,1,0
140,Rúben Neves ,8,POR,DM,25-146,90,0,0,0,0,1,0,0,0,75,4,1,2
141,Leander Dendoncker ,32,BEL,DM,27-113,90,0,0,0,0,3,2,0,0,62,2,5,0
142,Rayan Aït Nouri ,3,ALG,LB,21-061,90,0,0,0,0,0,0,0,0,87,3,0,0
143,Max Kilman ,23,ENG,CB,25-075,90,0,0,0,0,1,0,0,0,98,0,0,2
144,Nathan Collins ,4,IRL,CB,21-098,90,0,0,0,0,0,0,0,0,80,0,2,0
145,Jonny Castro ,19,ESP,RB,28-156,90,0,0,0,0,1,0,0,0,77,3,3,2
146,José Sá ,1,POR,GK,29-201,90,0,0,0,0,0,0,0,0,40,0,0,0
147,Kieffer Moore ,21,WAL,FW,29-363,90,1,0,0,0,1,1,0,0,33,1,0,0
148,Dominic Solanke ,9,ENG,AM,24-326,89,0,0,0,0,3,1,0,0,22,1,0,1
149,   Junior Stanislas ,19,ENG,FW,32-253,1,0,0,0,0,0,0,0,0,1,0,0,0
150,Marcus Tavernier ,16,ENG,AM,23-137,85,0,0,0,0,0,0,0,0,43,1,0,2
151,   Ryan Christie ,10,SCO,AM,27-165,5,0,0,0,0,0,0,0,0,4,0,0,0
152,Philip Billing ,29,DEN,CM,26-056,90,0,0,0,0,1,0,1,0,45,5,5,2
153,Ben Pearson ,22,ENG,CM,27-214,71,0,0,0,0,0,0,1,0,41,3,1,1
154,   Lewis Cook ,4,ENG,CM,25-184,19,0,0,0,0,0,0,0,0,13,0,2,2
155,Jordan Zemura ,33,ZIM,WB,22-265,90,0,0,0,0,0,0,0,0,39,3,0,2
156,Adam Smith ,15,ENG,WB,31-099,90,0,0,0,0,1,0,1,0,44,1,2,1
157,Lloyd Kelly ,5,ENG,CB,23-304,90,0,1,0,0,0,0,0,0,45,2,1,1
158,Chris Mepham ,6,WAL,CB,24-274,90,0,0,0,0,0,0,0,0,66,2,1,2
159,Jefferson Lerma ,8,COL,CB,27-285,90,1,0,0,0,1,1,0,0,34,1,1,0
160,Mark Travers ,1,IRL,GK,23-080,90,0,0,0,0,0,0,0,0,32,0,0,0
161,Danny Ings ,9,ENG,FW,30-014,65,0,0,0,0,3,1,1,0,24,0,0,1
162,   Ollie Watkins ,11,ENG,FW,26-219,25,0,0,0,0,0,0,0,0,6,0,0,0
163,Philippe Coutinho ,23,BRA,"LW,AM",30-055,80,0,0,0,0,2,0,0,0,58,0,1,1
164,   Cameron Archer ,35,ENG,AM,21-016,10,0,0,0,0,0,0,0,0,2,0,0,0
165,Leon Bailey ,31,JAM,RW,24-362,90,0,0,0,0,1,0,0,0,51,1,0,0
166,Jacob Ramsey ,41,ENG,LM,21-070,45,0,0,0,0,2,1,1,0,37,3,0,0
167,   Emi Buendía ,10,ARG,LW,25-224,45,0,0,0,0,0,0,0,0,31,0,0,0
168,Boubacar Kamara ,44,FRA,"CM,DM",22-256,81,0,0,0,0,1,0,0,0,81,1,0,4
169,   Douglas Luiz ,6,BRA,DM,24-089,9,0,0,0,0,1,0,1,0,17,0,0,0
170,John McGinn ,7,SCO,"DM,RM",27-292,90,0,0,0,0,3,0,0,0,69,2,1,0
171,Lucas Digne ,27,FRA,LB,29-017,90,0,0,0,0,0,0,0,0,88,0,3,0
172,Diego Carlos ,3,BRA,CB,29-144,90,0,0,0,0,1,0,0,0,80,1,0,0
173,Ezri Konsa ,4,ENG,CB,24-287,90,0,0,0,0,0,0,0,0,74,1,2,2
174,Matty Cash ,2,POL,RB,24-364,90,0,0,0,0,1,0,0,0,85,1,1,1
175,Emiliano Martínez ,1,ARG,GK,29-338,90,0,0,0,0,0,0,0,0,18,0,0,0
176,Anthony Gordon ,10,ENG,FW,21-163,90,0,0,0,0,1,0,0,0,31,2,0,0
177,Demarai Gray ,11,ENG,"LM,RM",26-039,90,0,0,0,0,1,0,0,0,38,1,0,2
178,Alex Iwobi ,17,NGA,CM,26-095,90,0,0,0,0,0,0,0,0,46,0,2,2
179,Abdoulaye Doucouré ,16,MLI,CM,29-217,90,0,0,0,0,2,1,0,0,44,5,0,1
180,Dwight McNeil ,7,ENG,RM,22-257,60,0,0,0,0,0,0,0,0,32,4,0,1
181,   Dele Alli ,20,ENG,LM,26-117,30,0,0,0,0,0,0,0,0,16,0,0,0
182,Vitaliy Mykolenko ,19,UKR,"LB,CB",23-069,90,0,0,0,0,1,0,1,0,50,2,2,1
183,James Tarkowski ,2,ENG,CB,29-260,90,0,0,0,0,2,2,0,0,46,0,2,4
184,Yerry Mina ,13,COL,CB,27-317,69,0,0,0,0,0,0,1,0,25,1,1,2
185,   Rúben Vinagre ,29,POR,LB,23-119,21,0,0,0,0,0,0,0,0,25,1,0,0
186,Ben Godfrey ,22,ENG,CB,24-203,17,0,0,0,0,0,0,0,0,6,1,0,0
187,   Mason Holgate ,4,ENG,CB,25-288,73,0,0,0,0,1,0,1,0,44,3,1,1
188,Nathan Patterson ,3,SCO,RB,20-294,90,0,0,0,0,0,0,0,0,49,4,0,0
189,Jordan Pickford ,1,ENG,GK,28-152,90,0,0,0,0,0,0,0,0,43,0,0,0
190,Raheem Sterling ,17,ENG,"FW,LW",27-241,90,0,0,0,0,3,0,0,0,38,1,0,1
191,Kai Havertz ,29,GER,LW,23-056,74,0,0,0,0,3,1,0,0,32,2,0,0
192,   Armando Broja ,18,ALB,FW,20-330,16,0,0,0,0,1,1,0,0,8,0,0,1
193,Mason Mount ,19,ENG,RW,23-208,64,0,0,0,0,2,1,0,0,37,0,0,1
194,   Christian Pulisic ,10,USA,RW,23-322,26,0,0,0,0,1,0,0,0,10,1,1,0
195,Ben Chilwell ,21,ENG,LM,25-228,64,0,0,0,0,0,0,0,0,38,0,0,1
196,   Ruben Loftus-Cheek ,12,ENG,RM,26-195,26,0,0,0,0,0,0,0,0,19,2,0,1
197,Jorginho ,5,ITA,CM,30-229,89,1,0,1,1,0,0,0,0,81,0,0,3
198,   Conor Gallagher ,23,ENG,CM,22-181,1,0,0,0,0,0,0,0,0,3,0,0,0
199,N'Golo Kanté ,7,FRA,CM,31-130,90,0,0,0,0,1,1,0,0,80,4,2,0
200,Reece James ,24,ENG,"RM,CB,LM",22-241,90,0,0,0,0,2,0,1,0,97,1,1,0
201,Kalidou Koulibaly ,26,SEN,CB,31-047,74,0,0,0,0,1,1,0,0,69,2,1,2
202,   Marc Cucurella ,32,ESP,LM,24-015,16,0,0,0,0,0,0,1,0,23,1,0,0
203,Thiago Silva ,6,BRA,CB,37-318,90,0,0,0,0,0,0,0,0,88,1,3,2
204,César Azpilicueta ,28,ESP,CB,32-343,90,0,0,0,0,0,0,0,0,78,4,1,1
205,Edouard Mendy ,16,SEN,GK,30-158,90,0,0,0,0,0,0,0,0,29,0,0,0
206,Jamie Vardy ,9,ENG,FW,35-208,90,0,1,0,0,0,0,0,0,21,2,0,0
207,James Maddison ,10,ENG,"FW,AM",25-257,90,0,1,0,0,6,1,0,0,86,0,0,1
208,Kiernan Dewsbury-Hall ,22,ENG,DM,23-335,72,1,0,0,0,1,1,0,0,55,1,2,0
209,   Patson Daka ,20,ZAM,FW,23-302,18,0,0,0,0,0,0,0,0,6,0,0,0
210,Wilfred Ndidi ,25,NGA,"DM,CM",25-234,90,0,0,0,0,0,0,0,0,84,2,1,1
211,Youri Tielemans ,8,BEL,"DM,CM",25-092,90,0,0,0,0,4,2,0,0,89,2,0,0
212,James Justin ,2,ENG,WB,24-165,90,0,0,0,0,0,0,0,0,45,3,1,0
213,Timothy Castagne ,27,BEL,WB,26-245,90,1,0,0,0,1,1,0,0,63,0,1,2
214,Daniel Amartey ,18,GHA,CB,27-229,90,0,0,0,0,1,0,0,0,77,1,0,1
215,Jonny Evans ,6,NIR,CB,34-216,90,0,0,0,0,0,0,0,0,71,0,0,0
216,Wesley Fofana ,3,FRA,CB,21-233,90,0,0,0,0,1,0,0,0,98,2,5,0
217,Danny Ward ,1,WAL,GK,29-046,90,0,0,0,0,0,0,0,0,30,0,0,0
218,Ivan Toney ,17,ENG,FW,26-144,90,1,0,0,0,2,1,0,0,41,0,1,0
219,Yoane Wissa ,11,COD,"LW,LM",25-338,82,0,0,0,0,2,0,0,0,21,1,1,0
220,   Halil Dervişoğlu ,21,TUR,RM,22-242,8,0,0,0,0,1,0,0,0,1,0,0,0
221,Bryan Mbeumo ,19,CMR,"RW,RB",23-000,90,0,0,0,0,2,1,0,0,37,1,2,1
222,Mathias Jensen ,8,DEN,LM,26-218,58,0,0,0,0,0,0,0,0,45,1,0,1
223,   Josh Dasilva ,10,ENG,"RM,CM",23-288,32,1,0,0,0,1,1,0,0,21,0,0,1
224,Christian Nørgaard ,6,DEN,CM,28-150,72,0,0,0,0,0,0,0,0,47,2,1,3
225,   Shandon Baptiste ,26,GRN,CM,24-121,18,0,0,0,0,0,0,0,0,11,1,0,1
226,Vitaly Janelt ,27,GER,"RM,CB",24-089,90,0,0,0,0,0,0,0,0,61,3,0,0
227,Rico Henry ,3,ENG,LB,25-030,90,0,1,0,0,0,0,0,0,46,0,0,1
228,Ben Mee ,16,ENG,CB,32-320,58,0,0,0,0,0,0,0,0,69,0,1,0
229,   Keane Lewis-Potter ,23,ENG,"LW,LM",21-166,32,0,0,0,0,0,0,0,0,9,0,0,2
230,Pontus Jansson ,18,SWE,CB,31-175,90,0,0,0,0,0,0,0,0,69,1,0,0
231,Aaron Hickey ,2,SCO,RB,20-058,82,0,0,0,0,0,0,0,0,53,0,1,2
232,   Mads Bech Sørensen ,29,DEN,CB,23-212,8,0,0,0,0,0,0,0,0,8,0,1,0
233,David Raya ,1,ESP,GK,26-326,90,0,0,0,0,0,0,0,0,41,0,0,0
234,Christian Eriksen ,14,DEN,"FW,CM",30-174,90,0,0,0,0,3,2,0,0,76,2,0,1
235,Marcus Rashford ,10,ENG,LW,24-280,90,0,0,0,0,3,0,0,0,32,1,1,1
236,Jadon Sancho ,25,ENG,RW,22-135,89,0,0,0,0,0,0,0,0,40,0,0,2
237,   Anthony Elanga ,36,SWE,RW,20-102,1,0,0,0,0,0,0,0,0,1,0,0,0
238,Bruno Fernandes ,8,POR,LM,27-333,89,0,0,0,0,1,0,0,0,78,0,0,2
239,   Alejandro Garnacho ,49,ESP,LM,18-037,1,0,0,0,0,0,0,0,0,1,0,0,0
240,Fred ,17,BRA,CM,29-155,52,0,0,0,0,1,0,0,0,48,0,2,2
241,   Cristiano Ronaldo ,7,POR,FW,37-183,38,0,0,0,0,1,0,0,0,12,0,0,0
242,Scott McTominay ,39,SCO,RM,25-242,77,0,0,0,0,1,0,1,0,36,0,2,0
243,   Donny van de Beek ,34,NED,RM,25-111,13,0,0,0,0,0,0,0,0,10,0,0,0
244,Luke Shaw ,23,ENG,LB,27-026,89,0,0,0,0,1,1,1,0,78,3,2,1
245,   Tyrell Malacia ,12,NED,LB,22-355,1,0,0,0,0,0,0,0,0,4,2,0,0
246,Lisandro Martínez ,6,ARG,CB,24-201,90,0,0,0,0,3,0,1,0,100,2,1,2
247,Harry Maguire ,5,ENG,CB,29-155,90,0,0,0,0,1,0,1,0,86,1,4,3
248,Diogo Dalot ,20,POR,RB,23-142,90,0,0,0,0,2,2,0,0,77,1,3,0
249,David de Gea ,1,ESP,GK,31-273,90,0,0,0,0,0,0,0,0,29,0,0,0
250,Danny Welbeck ,18,ENG,FW,31-254,89,0,1,0,0,5,0,0,0,44,3,1,1
251,   Deniz Undav ,21,GER,FW,26-019,1,0,0,0,0,0,0,0,0,0,0,0,0
252,Leandro Trossard ,11,BEL,"LW,FW",27-246,74,0,0,0,0,2,0,1,0,31,0,1,1
253,   Tariq Lamptey ,2,GHA,"RW,WB",21-311,16,0,0,0,0,0,0,0,0,12,0,0,0
254,Solly March ,7,ENG,"RW,LB,WB",28-018,89,0,0,0,0,1,1,0,0,43,0,0,3
255,   Levi Colwill ,6,ENG,AM,19-162,1,0,0,0,0,0,0,0,0,1,0,0,0
256,Adam Lallana ,14,ENG,AM,34-089,75,0,0,0,0,0,0,0,0,46,2,1,1
257,   Enock Mwepu ,8,ZAM,"LW,AM",24-218,15,0,0,0,0,0,0,0,0,15,1,0,1
258,Moisés Caicedo ,25,ECU,"CM,LM,DM",20-278,90,0,0,0,0,0,0,0,0,47,4,3,0
259,Alexis Mac Allister ,10,ARG,"CM,DM",23-226,90,0,0,0,0,2,0,0,0,37,1,2,3
260,Pascal Groß ,13,GER,"CM,RM,AM",31-053,90,2,0,0,0,3,2,0,0,43,0,0,1
261,Adam Webster ,4,ENG,CB,27-215,90,0,0,0,0,1,1,0,0,43,1,1,1
262,Lewis Dunk ,5,ENG,CB,30-259,90,0,0,0,0,1,0,0,0,34,0,0,2
263,Joël Veltman ,34,NED,"CB,RB",30-204,90,0,0,0,0,0,0,0,0,54,2,3,2
264,Robert Sánchez ,1,ESP,GK,24-262,90,0,0,0,0,0,0,0,0,33,0,0,0
265,Michail Antonio ,9,JAM,FW,32-132,56,0,0,0,0,2,0,0,0,9,0,0,0
266,   Gianluca Scamacca ,7,ITA,FW,23-218,34,0,0,0,0,0,0,0,0,9,0,0,0
267,Pablo Fornals ,8,ESP,"LW,FW,RW",26-166,89,0,0,0,0,0,0,0,0,30,0,2,1
268,   Conor Coventry ,32,IRL,"CM,FW",22-135,1,0,0,0,0,0,0,0,0,0,0,0,0
