,Player,shirt_number,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks
5185,   Jack Grealish ,10,ENG,LW,27-117,31,0,1,0,0,0,0,0,0,16,1,0,3
5186,João Cancelo ,7,POR,RW,28-223,45,0,0,0,0,1,0,0,0,47,1,0,1
5187,   Rico Lewis ,82,ENG,DM,18-045,45,0,0,0,0,0,0,0,0,37,2,0,0
5188,Kevin De Bruyne ,17,BEL,CM,31-191,90,0,0,0,0,4,2,0,0,69,1,0,0
5189,İlkay Gündoğan ,8,GER,CM,32-073,90,0,0,0,0,1,0,0,0,57,4,2,0
5190,Rodri ,16,ESP,DM,26-197,85,0,0,0,0,0,0,0,0,101,4,2,2
5191,   Kalvin Phillips ,4,ENG,DM,27-034,5,0,0,0,0,0,0,0,0,4,0,0,1
5192,Bernardo Silva ,20,POR,"DM,RW",28-148,59,0,0,0,0,1,0,0,0,71,1,1,3
5193,   Riyad Mahrez ,26,ALG,RW,31-318,31,1,0,0,0,1,1,0,0,23,1,0,0
5194,Nathan Aké ,6,NED,LB,27-321,90,0,0,0,0,1,0,0,0,70,0,2,0
5195,John Stones ,5,ENG,"RB,CB",28-222,90,0,0,0,0,0,0,0,0,102,2,1,2
5196,Kyle Walker ,2,ENG,RB,32-222,45,0,0,0,0,0,0,0,0,50,0,0,0
5197,   Manuel Akanji ,25,SUI,CB,27-170,45,0,0,0,0,0,0,0,0,40,1,1,0
5198,Ederson ,31,BRA,GK,29-141,90,0,0,0,0,0,0,0,0,29,0,0,0
5199,Carlos Vinícius ,30,BRA,FW,27-293,89,1,0,0,0,3,2,0,0,28,2,0,3
5200,   Nathaniel Chalobah ,12,ENG,DM,28-031,1,0,0,0,0,0,0,0,0,3,0,0,0
5201,Willian ,20,BRA,LW,34-156,82,1,0,0,0,2,1,0,0,43,0,0,0
5202,   Manor Solomon ,11,ISR,LW,23-172,8,0,0,0,0,0,0,0,0,5,0,0,0
5203,Bobby Reid ,14,JAM,RW,29-344,67,0,0,0,0,1,0,0,0,31,1,0,1
5204,   Harry Wilson ,8,WAL,RW,25-296,23,0,0,0,0,0,0,0,0,22,0,0,0
5205,Andreas Pereira ,18,BRA,AM,27-011,89,0,1,0,0,1,0,1,0,48,0,0,1
5206,   Daniel James ,21,WAL,"FW,AM",25-063,1,0,0,0,0,0,0,0,0,2,0,0,0
5207,Harrison Reed ,6,ENG,DM,27-350,67,0,0,0,0,1,0,0,0,33,1,1,2
5208,   Tom Cairney ,10,SCO,"DM,AM",31-357,23,0,0,0,0,0,0,0,0,28,1,0,0
5209,João Palhinha ,26,POR,DM,27-187,90,0,0,0,0,0,0,0,0,52,3,1,3
5210,Antonee Robinson ,33,USA,LB,25-157,90,0,0,0,0,0,0,1,0,69,0,3,1
5211,Tim Ream ,13,USA,CB,35-099,90,0,0,0,0,0,0,0,0,65,0,3,2
5212,Tosin Adarabioyo ,4,ENG,CB,25-110,90,0,0,0,0,0,0,1,0,74,1,0,3
5213,Kenny Tete ,2,NED,RB,27-095,90,0,0,0,0,0,0,0,0,81,2,2,2
5214,Bernd Leno ,17,GER,GK,30-314,90,0,0,0,0,0,0,1,0,39,0,0,0
5215,Kai Havertz ,29,GER,FW,23-215,90,0,0,0,0,3,2,0,0,51,2,1,2
5216,João Félix ,11,POR,FW,23-063,57,0,0,0,0,6,4,0,1,35,0,0,0
5217,Mateo Kovačić ,8,CRO,CM,28-251,78,0,0,0,0,3,0,0,0,63,2,0,0
5218,   Conor Gallagher ,23,ENG,CM,22-340,12,0,0,0,0,0,0,0,0,11,1,0,0
5219,Denis Zakaria ,20,SUI,CM,26-053,55,0,0,0,0,0,0,0,0,30,1,1,1
5220,   Jorginho ,5,ITA,CM,31-023,35,0,0,0,0,0,0,0,0,42,2,2,1
5221,Mason Mount ,19,ENG,CM,24-002,79,0,0,0,0,1,1,1,0,47,1,0,2
5222,   Hakim Ziyech ,22,MAR,RM,29-299,11,0,0,0,0,0,0,0,0,9,0,0,0
5223,Lewis Hall ,67,ENG,"WB,LB",18-126,78,0,0,0,0,2,2,1,0,55,3,4,0
5224,   Carney Chukwuemeka ,30,ENG,LM,19-084,12,0,0,0,0,0,0,0,0,16,1,0,1
5225,César Azpilicueta ,28,ESP,"WB,RB",33-137,90,0,0,0,0,1,0,0,0,54,2,1,1
5226,Kalidou Koulibaly ,26,SEN,CB,31-206,90,1,0,0,0,1,1,0,0,85,1,3,1
5227,Thiago Silva ,6,BRA,CB,38-112,90,0,0,0,0,1,0,0,0,63,1,1,2
5228,Trevoh Chalobah ,14,ENG,CB,23-191,78,0,0,0,0,1,0,1,0,57,1,2,2
5229,   Marc Cucurella ,32,ESP,"LB,CB",24-174,12,0,0,0,0,1,0,0,0,24,0,0,1
5230,Kepa Arrizabalaga ,1,ESP,GK,28-101,90,0,0,0,0,0,0,0,0,33,0,0,0
5231,Ollie Watkins ,11,ENG,FW,27-014,31,0,0,0,0,0,0,0,0,6,0,0,0
5232,   Danny Ings ,9,ENG,FW,30-174,59,0,0,0,0,2,1,0,0,26,2,0,1
5233,Emi Buendía ,10,ARG,"FW,AM",26-019,80,1,0,0,0,1,1,0,0,31,2,1,0
5234,   Philippe Coutinho ,23,BRA,LM,30-215,10,0,0,0,0,1,0,0,0,10,0,0,0
5235,Jacob Ramsey ,41,ENG,"LM,LW",21-230,80,0,0,0,0,0,0,0,0,32,1,1,0
5236,   Morgan Sanson ,8,FRA,RM,28-148,10,0,0,0,0,0,0,0,0,6,2,0,0
5237,Boubacar Kamara ,44,FRA,"CM,DM",23-051,90,0,1,0,0,0,0,1,0,65,3,0,4
5238,Douglas Luiz ,6,BRA,"CM,DM",24-249,90,0,0,0,0,2,0,0,0,68,5,4,2
5239,Leon Bailey ,31,JAM,"RM,RW,FW",25-157,90,1,0,0,0,3,2,0,0,37,2,0,2
5240,Lucas Digne ,27,FRA,LB,29-177,9,0,0,0,0,0,0,0,0,5,0,0,0
5241,   Álex Moreno ,15,ESP,LB,29-219,81,0,0,0,0,2,1,0,0,76,0,0,2
5242,Tyrone Mings ,5,ENG,CB,29-306,90,0,0,0,0,0,0,0,0,58,0,3,1
5243,Ezri Konsa ,4,ENG,CB,25-082,90,0,0,0,0,0,0,0,0,72,3,3,2
5244,Ashley Young ,18,ENG,RB,37-188,90,0,0,0,0,0,0,0,0,63,8,1,3
5245,Emiliano Martínez ,1,ARG,GK,30-133,90,0,0,0,0,0,0,1,0,60,0,0,0
5246,Rodrigo ,19,ESP,"FW,AM",31-313,90,0,0,0,0,5,0,0,0,36,0,0,1
5247,Degnand Gnonto ,29,ITA,LW,19-069,90,0,0,0,0,3,1,0,0,50,1,0,4
5248,Jack Harrison ,11,ENG,RW,26-054,66,0,0,0,0,2,1,0,0,43,3,0,1
5249,   Patrick Bamford ,9,ENG,"RW,FW",29-130,24,1,0,0,0,2,1,0,0,7,0,0,0
5250,Brenden Aaronson ,7,USA,AM,22-083,76,0,0,0,0,2,0,0,0,31,2,0,1
5251,   Joe Gelhardt ,30,ENG,"AM,RW",20-254,14,0,1,0,0,0,0,0,0,11,1,0,0
5252,Tyler Adams ,12,USA,DM,23-333,90,0,0,0,0,0,0,0,0,63,7,1,4
5253,Marc Roca ,8,ESP,DM,26-048,76,0,0,0,0,1,0,0,0,53,2,2,1
5254,   Sam Greenwood ,42,ENG,DM,20-352,14,0,0,0,0,0,0,0,0,9,0,0,0
5255,Pascal Struijk ,21,NED,LB,23-155,65,0,0,0,0,0,0,0,0,44,2,2,1
5256,   Maximilian Wöber ,39,AUT,"LB,CB",24-343,25,0,0,0,0,1,0,0,0,28,1,0,0
5257,Liam Cooper ,6,SCO,CB,31-136,90,0,0,0,0,0,0,0,0,59,3,0,1
5258,Robin Koch ,5,GER,CB,26-180,87,0,0,0,0,0,0,1,0,47,3,4,1
5259,   Junior Firpo ,3,ESP,LB,26-144,3,0,0,0,0,0,0,0,0,7,0,0,0
5260,Luke Ayling ,2,ENG,RB,31-141,90,0,0,0,0,0,0,0,0,58,2,3,0
5261,Illan Meslier ,1,FRA,GK,22-317,90,0,0,0,0,0,0,1,0,23,0,0,0
5262,Anthony Martial ,9,FRA,FW,27-040,45,0,0,0,0,1,0,0,0,12,0,0,0
5263,   Antony ,21,BRA,"FW,RW",22-324,45,0,0,0,0,0,0,0,0,12,0,0,1
5264,Marcus Rashford ,10,ENG,"LW,FW",25-075,89,1,0,0,0,3,2,0,0,28,2,0,1
5265,   Harry Maguire ,5,ENG,"CB,FW",29-315,1,0,0,0,0,0,0,0,0,2,0,0,0
5266,Bruno Fernandes ,8,POR,"RW,AM,FW",28-128,90,1,0,0,0,2,1,0,0,39,0,0,1
5267,Christian Eriksen ,14,DEN,AM,30-334,71,0,0,0,0,0,0,1,0,28,0,0,0
5268,   Alejandro Garnacho ,49,ESP,LW,18-197,19,0,1,0,0,1,0,0,0,14,0,1,0
5269,Fred ,17,BRA,"DM,CM",29-315,90,0,0,0,0,0,0,1,0,44,3,1,2
5270,Casemiro ,18,BRA,DM,30-325,89,0,1,0,0,0,0,1,0,46,1,1,1
5271,   Scott McTominay ,39,SCO,"CM,DM",26-037,1,0,0,0,0,0,0,0,0,0,0,0,0
5272,Tyrell Malacia ,12,NED,LB,23-150,89,0,0,0,0,0,0,0,0,50,3,2,0
5273,   Lisandro Martínez ,6,ARG,"CB,LB",24-361,1,0,0,0,0,0,0,0,0,3,0,0,0
5274,Luke Shaw ,23,ENG,"CB,LM",27-186,90,0,0,0,0,0,0,0,0,39,2,0,0
5275,Raphaël Varane ,19,FRA,CB,29-264,90,0,0,0,0,0,0,0,0,35,0,0,1
5276,Aaron Wan-Bissaka ,29,ENG,"RB,RM",25-049,90,0,0,0,0,1,0,0,0,34,4,1,0
5277,David de Gea ,1,ESP,GK,32-068,90,0,0,0,0,0,0,0,0,39,0,0,0
5278,Erling Haaland ,9,NOR,FW,22-177,90,0,0,0,0,2,0,0,0,19,0,0,0
5279,Phil Foden ,47,ENG,LW,22-231,56,0,0,0,0,0,0,0,0,14,0,0,0
5280,   Jack Grealish ,10,ENG,LW,27-126,34,1,0,0,0,1,1,0,0,21,0,0,1
5281,Riyad Mahrez ,26,ALG,RW,31-327,90,0,0,0,0,0,0,0,0,65,2,1,1
5282,Bernardo Silva ,20,POR,LM,28-157,90,0,0,0,0,1,0,0,0,81,2,0,0
5283,Rodri ,16,ESP,CM,26-206,90,0,0,0,0,0,0,0,0,113,0,1,1
5284,Kevin De Bruyne ,17,BEL,RM,31-200,90,0,1,0,0,0,0,0,0,60,1,0,1
5285,João Cancelo ,7,POR,LB,28-232,90,0,0,0,0,0,0,0,0,94,0,0,0
5286,Nathan Aké ,6,NED,CB,27-330,90,0,0,0,0,0,0,0,0,110,1,0,2
5287,Manuel Akanji ,25,SUI,CB,27-179,90,0,0,0,0,0,0,0,0,117,0,2,3
5288,Kyle Walker ,2,ENG,RB,32-231,90,0,0,0,0,1,0,0,0,104,0,0,2
5289,Ederson ,31,BRA,GK,29-150,90,0,0,0,0,0,0,0,0,52,0,0,0
5290,Dominic Calvert-Lewin ,9,ENG,FW,25-304,90,0,0,0,0,2,1,0,0,33,0,1,0
5291,Demarai Gray ,11,ENG,"AM,FW",26-200,90,0,1,0,0,3,1,0,0,53,1,0,0
5292,Alex Iwobi ,17,NGA,"AM,CM",26-256,90,0,0,0,0,1,0,0,0,48,1,1,3
5293,Idrissa Gana Gueye ,27,SEN,CM,33-110,81,0,0,0,0,0,0,0,0,49,1,1,3
5294,   Ellis Simms ,50,ENG,FW,22-009,9,0,0,0,0,0,0,0,0,3,0,0,0
5295,Amadou Onana ,8,BEL,CM,21-151,90,1,0,0,0,3,2,0,0,53,2,3,0
5296,Vitaliy Mykolenko ,19,UKR,WB,23-230,90,0,0,0,0,0,0,0,0,47,2,1,1
5297,Séamus Coleman ,23,IRL,WB,34-095,68,0,0,0,0,0,0,0,0,46,0,2,2
5298,   Anthony Gordon ,10,ENG,WB,21-324,22,0,0,0,0,0,0,0,0,15,0,0,0
5299,James Tarkowski ,2,ENG,CB,30-056,90,0,0,0,0,1,0,0,0,50,0,0,1
5300,Conor Coady ,30,ENG,CB,29-323,90,0,0,0,0,0,0,0,0,53,0,0,1
5301,Ben Godfrey ,22,ENG,CB,24-364,90,0,0,0,0,2,0,0,0,44,3,1,2
5302,Jordan Pickford ,1,ENG,GK,28-313,90,0,0,0,0,0,0,0,0,55,0,0,0
5303,Che Adams ,10,SCO,FW,26-185,84,0,1,0,0,1,0,0,0,37,2,0,0
5304,   Sekou Mara ,18,FRA,"FW,AM",20-168,6,0,0,0,0,0,0,0,0,5,0,0,0
5305,Samuel Edozie ,23,ENG,"LW,LM",19-351,60,0,0,0,0,1,0,0,0,26,3,0,0
5306,   Adam Armstrong ,9,ENG,"LW,LM",25-338,30,0,0,0,0,1,0,0,0,13,1,0,0
5307,Mohamed Elyounoussi ,24,NOR,"RW,RM",28-163,84,0,0,0,0,2,0,0,0,27,0,0,0
5308,   Romain Perraud ,15,FRA,LB,25-114,6,0,0,0,0,0,0,0,0,0,0,0,0
5309,James Ward-Prowse ,8,ENG,"AM,CM",28-074,90,2,0,0,0,5,4,0,0,53,0,0,1
5310,Ibrahima Diallo ,27,FRA,DM,23-312,84,0,0,0,0,2,0,1,0,41,1,1,1
5311,   Ainsley Maitland-Niles ,3,ENG,CM,25-138,6,0,0,0,0,0,0,0,0,3,0,0,0
5312,Roméo Lavia ,45,BEL,"DM,CM",19-008,60,0,0,0,0,0,0,1,0,20,2,0,0
5313,   Carlos Alcaraz ,26,ARG,"DM,RM",20-045,30,0,0,0,0,0,0,0,0,11,0,0,1
5314,Kyle Walker-Peters ,2,ENG,"RB,LB",25-276,90,0,0,0,0,0,0,0,0,47,1,1,3
5315,Mohammed Salisu ,22,GHA,"CB,LB",23-272,90,0,0,0,0,1,1,0,0,76,4,1,2
5316,Duje Ćaleta-Car ,6,CRO,CB,26-119,90,0,0,0,0,0,0,0,0,75,2,1,1
5317,Lyanco ,4,BRA,"CB,RB",25-347,90,0,0,0,0,0,0,1,0,48,2,1,0
5318,Gavin Bazunu ,31,IRL,GK,20-328,90,0,0,0,0,0,0,0,0,40,0,0,0
5319,Matheus Cunha ,12,BRA,FW,23-232,63,0,0,0,0,2,0,0,0,27,0,0,1
5320,   Raúl Jiménez ,9,MEX,FW,31-254,27,0,0,0,0,0,0,0,0,12,0,0,0
5321,Daniel Podence ,10,POR,LW,27-085,63,1,0,0,0,2,1,0,0,30,0,0,0
5322,   Rayan Aït Nouri ,3,ALG,"LW,LB",21-222,27,0,0,0,0,1,0,0,0,22,1,0,0
5323,Hwang Hee-chan ,11,KOR,RW,26-353,72,0,0,0,0,0,0,0,0,34,1,0,4
5324,   Mario Lemina ,5,GAB,CM,29-135,18,0,0,0,0,1,0,0,0,14,1,0,0
5325,João Moutinho ,28,POR,AM,36-128,72,0,0,0,0,1,0,0,0,53,1,0,2
5326,   Adama Traoré ,37,ESP,"FW,RW",26-354,18,0,0,0,0,1,1,0,0,11,1,0,0
5327,Rúben Neves ,8,POR,"DM,CM,LM",25-307,90,0,0,0,0,6,1,0,0,100,1,1,2
5328,Matheus Nunes ,27,POR,"DM,CM,RM",24-140,90,0,0,0,0,2,1,0,0,71,0,0,2
5329,Hugo Bueno ,64,ESP,LB,20-118,82,0,0,0,0,0,0,0,0,48,0,0,2
5330,   Toti Gomes ,24,POR,CB,23-363,8,0,0,0,0,0,0,0,0,4,0,0,1
5331,Max Kilman ,23,ENG,CB,25-236,90,0,0,0,0,0,0,0,0,75,5,0,4
5332,Nathan Collins ,4,IRL,CB,21-259,90,0,0,0,0,0,0,0,0,96,2,1,1
5333,Nélson Semedo ,22,POR,RB,29-059,90,0,0,0,0,1,0,0,0,84,2,2,1
5334,José Sá ,1,POR,GK,29-362,90,0,0,0,0,0,0,0,0,42,0,0,0
5335,Michail Antonio ,9,JAM,FW,32-292,90,0,0,0,0,2,0,0,0,31,1,0,1
5336,Pablo Fornals ,8,ESP,"LW,DM",26-326,75,0,0,0,0,1,0,0,0,51,1,1,2
5337,   Gianluca Scamacca ,7,ITA,DM,24-013,15,0,0,0,0,1,0,0,0,8,1,0,0
5338,Jarrod Bowen ,20,ENG,RW,26-025,90,0,0,0,0,3,2,0,0,36,1,2,1
5339,Lucas Paquetá ,11,BRA,"LM,AM",25-140,90,0,0,0,0,1,0,0,0,60,0,0,1
5340,Declan Rice ,41,ENG,"CM,DM",24-000,90,0,0,0,0,2,0,1,0,72,4,1,0
5341,Tomáš Souček ,28,CZE,RM,27-321,59,0,0,0,0,1,0,0,0,21,0,2,2
5342,   Saïd Benrahma ,22,ALG,LW,27-157,31,0,0,0,0,2,1,0,0,29,1,1,0
5343,Aaron Cresswell ,3,ENG,LB,33-030,90,0,0,0,0,1,0,0,0,75,1,1,2
5344,Angelo Ogbonna ,21,ITA,CB,34-236,90,0,0,0,0,0,0,0,0,35,0,3,0
5345,Nayef Aguerd ,27,MAR,CB,26-290,90,0,0,0,0,0,0,1,0,43,1,0,4
5346,Vladimír Coufal ,5,CZE,RB,30-145,90,0,0,0,0,2,0,0,0,53,0,0,1
5347,Łukasz Fabiański ,1,POL,GK,37-271,90,0,0,0,0,0,0,0,0,19,0,0,0
5348,Morgan Gibbs-White ,10,ENG,"FW,RW,AM",22-352,90,0,2,0,0,3,2,0,0,49,0,1,1
5349,Brennan Johnson ,20,WAL,FW,21-236,85,2,0,0,0,2,2,1,0,19,1,0,0
5350,   Neco Williams ,7,WAL,RW,21-276,5,0,0,0,0,0,0,0,0,4,0,0,3
5351,Gustavo Scarpa ,31,BRA,AM,29-009,54,0,0,0,0,3,1,0,0,32,1,0,1
5352,   Sam Surridge ,16,ENG,"LW,FW",24-170,36,0,0,0,0,2,0,0,0,13,0,0,1
5353,Orel Mangala ,5,BEL,LM,24-302,69,0,0,0,0,0,0,0,0,39,2,1,1
5354,   Lewis O'Brien ,14,ENG,"LM,LW",24-092,21,0,0,0,0,0,0,0,0,12,0,0,1
5355,Remo Freuler ,23,SUI,"CM,DM",30-274,90,0,0,0,0,1,0,0,0,47,3,1,2
5356,Ryan Yates ,22,ENG,RM,25-054,45,0,0,0,0,2,0,0,0,25,1,0,1
5357,   Jack Colback ,8,ENG,"RM,DM",33-082,45,0,0,0,0,0,0,0,0,14,0,1,0
5358,Renan Lodi ,32,BRA,LB,24-281,90,0,0,0,0,2,0,0,0,55,2,1,2
5359,Scott McKenna ,26,SCO,CB,26-063,90,0,0,0,0,0,0,0,0,55,0,1,1
5360,Joe Worrall ,4,ENG,CB,26-004,90,0,0,0,0,0,0,0,0,49,1,1,0
5361,Serge Aurier ,24,CIV,RB,30-021,90,0,0,0,0,0,0,0,0,63,3,2,4
5362,Dean Henderson ,1,ENG,GK,25-308,90,0,0,0,0,0,0,0,0,32,0,0,0
5363,Jamie Vardy ,9,ENG,FW,36-003,90,0,0,0,0,0,0,0,0,19,1,0,2
5364,Harvey Barnes ,7,ENG,LW,25-036,90,0,0,0,0,4,1,0,0,43,1,0,0
5365,Marc Albrighton ,11,ENG,RW,33-057,67,0,0,0,0,0,0,0,0,55,1,0,1
5366,   Kelechi Iheanacho ,14,NGA,AM,26-103,23,0,0,0,0,0,0,0,0,10,0,0,0
5367,Youri Tielemans ,8,BEL,"AM,DM",25-252,90,0,0,0,0,2,0,1,0,62,0,0,1
5368,Nampalys Mendy ,24,SEN,DM,30-205,67,0,0,0,0,0,0,0,0,47,1,1,3
5369,   Dennis Praet ,26,BEL,RB,28-245,23,0,0,0,0,0,0,0,0,19,0,0,0
5370,Wilfred Ndidi ,25,NGA,DM,26-029,90,0,0,0,0,0,0,0,0,74,3,1,2
5371,Luke Thomas ,33,ENG,LB,21-218,67,0,0,0,0,0,0,0,0,49,1,1,2
5372,   Lewis Brunt ,34,ENG,LB,22-069,23,0,0,0,0,0,0,0,0,23,0,0,0
5373,Wout Faes ,3,BEL,CB,24-286,90,0,0,0,0,0,0,0,0,98,1,2,0
5374,Daniel Amartey ,18,GHA,CB,28-024,90,0,0,0,0,0,0,1,0,70,0,0,3
5375,Timothy Castagne ,27,BEL,"RB,RW",27-040,90,0,0,0,0,0,0,0,0,88,3,0,2
5376,Danny Ward ,1,WAL,GK,29-206,90,0,0,0,0,0,0,0,0,48,0,0,0
5377,Cody Gakpo ,18,NED,FW,23-252,90,0,0,0,0,1,0,0,0,20,0,0,0
5378,Mohamed Salah ,11,EGY,"FW,RW",30-213,90,0,0,0,0,1,0,0,0,36,1,1,2
5379,Thiago Alcántara ,6,ESP,"AM,LM",31-278,90,0,0,0,0,0,0,0,0,67,3,5,1
5380,Alex Oxlade-Chamberlain ,15,ENG,LM,29-152,67,0,0,0,0,2,1,0,0,27,2,1,0
5381,   Ben Doak ,50,SCO,LW,17-064,23,0,0,0,0,0,0,0,0,16,2,0,0
5382,Jordan Henderson ,14,ENG,RM,32-211,68,0,0,0,0,0,0,1,0,46,2,1,0
5383,   Harvey Elliott ,19,ENG,RM,19-285,22,0,0,0,0,1,0,0,0,14,0,0,1
5384,Fabinho ,3,BRA,DM,29-083,67,0,0,0,0,0,0,0,0,39,1,1,1
5385,   Naby Keïta ,8,GUI,CM,27-338,23,0,0,0,0,0,0,0,0,18,0,1,0
5386,Andrew Robertson ,26,SCO,LB,28-309,90,0,0,0,0,0,0,0,0,61,3,2,2
5387,Ibrahima Konaté ,5,FRA,CB,23-234,90,0,0,0,0,1,1,0,0,78,5,1,1
5388,Joël Matip ,32,CMR,CB,31-159,68,0,0,0,0,0,0,1,0,47,0,2,1
5389,   Joe Gomez ,2,ENG,CB,25-236,22,0,0,0,0,0,0,0,0,11,0,0,1
5390,Trent Alexander-Arnold ,66,ENG,RB,24-099,90,0,0,0,0,0,0,1,0,45,0,1,2
5391,Alisson ,1,BRA,GK,30-104,90,0,0,0,0,0,0,0,0,36,0,0,1
5392,Ivan Toney ,17,ENG,FW,26-304,81,1,0,1,1,1,0,0,0,26,0,0,0
5393,   Kevin Schade ,9,GER,FW,21-048,9,0,0,0,0,0,0,0,0,5,0,0,1
5394,Yoane Wissa ,11,COD,LW,26-133,70,0,0,0,0,1,0,0,0,28,1,0,0
5395,   Mads Roerslev ,30,DEN,RB,23-204,20,0,0,0,0,0,0,0,0,11,1,1,0
5396,Bryan Mbeumo ,19,CMR,"RW,FW",23-160,88,0,0,0,0,1,1,0,0,38,2,0,0
5397,   Keane Lewis-Potter ,23,ENG,FW,21-326,2,0,0,0,0,0,0,0,0,3,0,0,0
5398,Josh Dasilva ,10,ENG,"LM,CM",24-083,81,0,1,0,0,3,0,0,0,31,2,0,0
5399,   Mikkel Damsgaard ,24,DEN,CM,22-195,9,0,0,0,0,1,0,0,0,6,1,0,0
5400,Christian Nørgaard ,6,DEN,CM,28-310,90,0,0,0,0,1,1,0,0,52,3,2,1
5401,Mathias Jensen ,8,DEN,"RM,CM",27-013,90,1,0,0,0,1,1,0,0,72,3,0,3
5402,Vitaly Janelt ,27,GER,LB,24-249,90,0,0,0,0,1,0,0,0,82,3,0,1
5403,Ben Mee ,16,ENG,CB,33-115,90,0,0,0,0,1,0,0,0,77,1,3,0
5404,Ethan Pinnock ,5,JAM,CB,29-230,90,0,0,0,0,0,0,0,0,70,2,0,1
5405,Kristoffer Ajer ,20,NOR,"RB,CB",24-272,81,0,0,0,0,0,0,0,0,49,1,1,0
5406,   Mathias Jørgensen ,13,DEN,CB,32-266,9,0,0,0,0,0,0,0,0,13,0,0,0
5407,David Raya ,1,ESP,GK,27-121,90,0,0,0,0,0,0,1,0,29,0,0,0
5408,Kieffer Moore ,21,WAL,FW,30-159,90,0,0,0,0,3,0,0,0,28,3,0,2
5409,Philip Billing ,29,DEN,"FW,AM",26-217,90,0,0,0,0,2,1,0,0,46,1,0,0
5410,Jaidon Anthony ,32,ENG,LM,23-044,65,0,0,0,0,0,0,0,0,48,5,0,0
5411,   Siriki Dembélé ,20,CIV,"WB,LM",26-129,25,0,0,0,0,1,1,0,0,10,0,0,0
5412,Lewis Cook ,4,ENG,CM,25-345,34,0,0,0,0,0,0,0,0,15,2,1,0
5413,   Ben Pearson ,22,ENG,CM,28-010,56,0,0,0,0,1,0,0,0,54,1,1,0
5414,Jefferson Lerma ,8,COL,"CM,CB",28-081,90,0,0,0,0,0,0,0,0,74,2,1,2
5415,Ryan Christie ,10,SCO,"RM,AM",27-326,90,0,0,0,0,0,0,0,0,54,3,3,0
5416,Lloyd Kelly ,5,ENG,"LB,CB",24-100,90,0,0,0,0,0,0,0,0,75,1,2,1
5417,Marcos Senesi ,25,ARG,CB,25-249,77,0,0,0,0,0,0,0,0,56,0,1,2
5418,   Joe Rothwell ,14,ENG,CM,28-003,13,0,0,0,0,0,0,0,0,9,0,0,0
5419,Chris Mepham ,6,WAL,CB,25-070,90,0,0,0,0,0,0,0,0,56,0,1,0
5420,Jack Stacey ,17,ENG,"RB,WB",26-283,90,0,0,0,0,0,0,0,0,63,1,3,0
5421,Neto ,13,BRA,GK,33-179,90,0,0,0,0,0,0,1,0,26,0,0,0
5422,Kai Havertz ,29,GER,"FW,AM",23-218,88,1,0,0,0,5,2,0,0,43,2,0,0
5423,   César Azpilicueta ,28,ESP,RB,33-140,2,0,0,0,0,0,0,0,0,5,0,0,0
5424,Mason Mount ,19,ENG,"LW,LM",24-005,90,0,0,0,0,2,0,0,0,54,0,1,1
5425,Hakim Ziyech ,22,MAR,RW,29-302,88,0,1,0,0,3,1,0,0,76,5,1,1
5426,   Mateo Kovačić ,8,CRO,"CM,RW",28-254,2,0,0,0,0,0,0,0,0,5,1,0,1
5427,Carney Chukwuemeka ,30,ENG,AM,19-087,62,0,0,0,0,1,0,0,0,32,1,2,2
5428,   Pierre-Emerick Aubameyang ,9,GAB,FW,33-211,28,0,0,0,0,3,2,0,0,13,0,0,0
5429,Jorginho ,5,ITA,"DM,CM",31-026,90,0,0,0,0,0,0,1,0,80,6,0,1
5430,Conor Gallagher ,23,ENG,"DM,RM",22-343,90,0,0,0,0,0,0,1,0,84,4,0,5
5431,Lewis Hall ,67,ENG,LB,18-129,77,0,0,0,0,1,0,0,0,77,3,0,3
5432,   Kalidou Koulibaly ,26,SEN,LB,31-209,13,0,0,0,0,0,0,0,0,9,0,0,0
5433,Benoît Badiashile ,4,FRA,CB,21-295,90,0,0,0,0,0,0,0,0,89,4,0,0
5434,Thiago Silva ,6,BRA,CB,38-115,90,0,0,0,0,0,0,0,0,95,4,1,1
5435,Trevoh Chalobah ,14,ENG,"RB,CB",23-194,90,0,0,0,0,0,0,0,0,77,3,2,2
5436,Kepa Arrizabalaga ,1,ESP,GK,28-104,90,0,0,0,0,0,0,0,0,36,0,0,0
5437,Wilfried Zaha ,11,CIV,"FW,LM",30-066,90,0,0,0,0,2,1,0,0,28,2,0,1
5438,Eberechi Eze ,10,ENG,LW,24-200,68,0,0,0,0,1,0,1,0,26,1,1,1
5439,   Odsonne Édouard ,22,FRA,FW,24-364,22,0,0,0,0,1,0,0,0,10,0,0,0
5440,Jordan Ayew ,9,GHA,RW,31-126,68,0,0,0,0,0,0,0,0,40,4,0,1
5441,   Jean-Philippe Mateta ,14,FRA,FW,25-201,22,0,0,0,0,0,0,0,0,5,0,0,0
5442,Michael Olise ,7,FRA,"AM,RM",21-034,90,0,0,0,0,1,1,0,0,73,3,0,0
5443,Jeffrey Schlupp ,15,GHA,DM,30-023,68,0,0,0,0,1,1,0,0,26,1,1,2
5444,   Will Hughes ,19,ENG,CM,27-273,22,0,0,0,0,0,0,1,0,16,0,0,0
5445,Cheick Doucouré ,28,MLI,"DM,CM",23-007,90,0,0,0,0,2,1,1,0,51,5,4,3
